"","pitcher_team","xba_150_bullpen","date"
"2538","NYM",0.228914728682171,"2023-07-28"
"2539","NYY",0.233473684210526,"2023-07-28"
"2540","OAK",0.212381679389313,"2023-07-28"
"2541","PHI",0.200169230769231,"2023-07-28"
"2542","PIT",0.205548872180451,"2023-07-28"
"2543","SD",0.213076923076923,"2023-07-28"
"2544","SEA",0.231767441860465,"2023-07-28"
"2545","SF",0.226936170212766,"2023-07-28"
"2546","STL",0.257596899224806,"2023-07-28"
"2547","TB",0.205132352941176,"2023-07-28"
"2548","TEX",0.202381679389313,"2023-07-28"
"2549","TOR",0.221492424242424,"2023-07-28"
"2550","WSH",0.311542635658915,"2023-07-28"
"2551","ATL",0.241910447761194,"2023-07-29"
"2552","AZ",0.298507462686567,"2023-07-29"
"2553","BAL",0.240462686567164,"2023-07-29"
"2554","BOS",0.233935714285714,"2023-07-29"
"2555","CHC",0.237781954887218,"2023-07-29"
"2556","CIN",0.229206349206349,"2023-07-29"
"2557","CLE",0.228246268656716,"2023-07-29"
"2558","COL",0.233529850746269,"2023-07-29"
"2559","CWS",0.235715384615385,"2023-07-29"
"2560","DET",0.231536231884058,"2023-07-29"
"2561","HOU",0.257866141732284,"2023-07-29"
"2562","KC",0.248023255813953,"2023-07-29"
"2563","LAA",0.214169117647059,"2023-07-29"
"2564","LAD",0.246175572519084,"2023-07-29"
"2565","MIA",0.246119402985075,"2023-07-29"
"2566","MIL",0.219521739130435,"2023-07-29"
"2567","MIN",0.217323308270677,"2023-07-29"
"2568","NYM",0.225523076923077,"2023-07-29"
"2569","NYY",0.23169696969697,"2023-07-29"
"2570","OAK",0.219526315789474,"2023-07-29"
"2571","PHI",0.201230769230769,"2023-07-29"
"2572","PIT",0.210455223880597,"2023-07-29"
"2573","SD",0.201458015267176,"2023-07-29"
"2574","SEA",0.22688188976378,"2023-07-29"
"2575","SF",0.232354166666667,"2023-07-29"
"2576","STL",0.25215503875969,"2023-07-29"
"2577","TB",0.191874074074074,"2023-07-29"
"2578","TEX",0.210515625,"2023-07-29"
"2579","TOR",0.21518045112782,"2023-07-29"
"2580","WSH",0.300076923076923,"2023-07-29"
"2581","ATL",0.241442748091603,"2023-07-30"
"2582","AZ",0.277477941176471,"2023-07-30"
"2583","BAL",0.237525925925926,"2023-07-30"
"2584","BOS",0.236166666666667,"2023-07-30"
"2585","CHC",0.235263157894737,"2023-07-30"
"2586","CIN",0.224896825396825,"2023-07-30"
"2587","CLE",0.24587786259542,"2023-07-30"
"2588","COL",0.257340909090909,"2023-07-30"
"2589","CWS",0.234165413533835,"2023-07-30"
"2590","DET",0.219597122302158,"2023-07-30"
"2591","HOU",0.255359375,"2023-07-30"
"2592","KC",0.258323308270677,"2023-07-30"
"2593","LAA",0.234654411764706,"2023-07-30"
"2594","LAD",0.252240310077519,"2023-07-30"
"2595","MIA",0.245554744525547,"2023-07-30"
"2596","MIL",0.238804347826087,"2023-07-30"
"2597","MIN",0.224234848484848,"2023-07-30"
"2598","NYM",0.21021875,"2023-07-30"
"2599","NYY",0.208766917293233,"2023-07-30"
"2600","OAK",0.219066666666667,"2023-07-30"
"2601","PHI",0.208744360902256,"2023-07-30"
"2602","PIT",0.197511278195489,"2023-07-30"
"2603","SD",0.200310606060606,"2023-07-30"
"2604","SEA",0.234409448818898,"2023-07-30"
"2605","SF",0.23748275862069,"2023-07-30"
"2606","STL",0.243100775193798,"2023-07-30"
"2607","TB",0.204044444444444,"2023-07-30"
"2608","TEX",0.200765625,"2023-07-30"
"2609","TOR",0.199402985074627,"2023-07-30"
"2610","WSH",0.294404580152672,"2023-07-30"
"2611","ATL",0.229537878787879,"2023-07-31"
"2612","AZ",0.277902985074627,"2023-07-31"
"2613","BAL",0.240201492537313,"2023-07-31"
"2614","BOS",0.233147058823529,"2023-07-31"
"2615","CHC",0.226810606060606,"2023-07-31"
"2616","CIN",0.219734375,"2023-07-31"
"2617","CLE",0.233195488721805,"2023-07-31"
"2618","COL",0.261618320610687,"2023-07-31"
"2619","CWS",0.237455223880597,"2023-07-31"
"2620","DET",0.244957142857143,"2023-07-31"
"2621","HOU",0.260527559055118,"2023-07-31"
"2622","KC",0.243181818181818,"2023-07-31"
"2623","LAA",0.212154411764706,"2023-07-31"
"2624","LAD",0.238961832061069,"2023-07-31"
"2625","MIA",0.22907299270073,"2023-07-31"
"2626","MIL",0.251992753623188,"2023-07-31"
"2627","MIN",0.244083333333333,"2023-07-31"
"2628","NYM",0.20162015503876,"2023-07-31"
"2629","NYY",0.202661654135338,"2023-07-31"
"2630","OAK",0.219609022556391,"2023-07-31"
"2631","PHI",0.228467153284672,"2023-07-31"
"2632","PIT",0.167389312977099,"2023-07-31"
"2633","SD",0.201466165413534,"2023-07-31"
"2634","SEA",0.210291338582677,"2023-07-31"
"2635","SF",0.217548611111111,"2023-07-31"
"2636","STL",0.238875968992248,"2023-07-31"
"2637","TB",0.196372262773723,"2023-07-31"
"2638","TEX",0.234100775193798,"2023-07-31"
"2639","TOR",0.208789473684211,"2023-07-31"
"2640","WSH",0.270778625954198,"2023-07-31"
"2641","ATL",0.23825,"2023-08-01"
"2642","AZ",0.262305970149254,"2023-08-01"
"2643","BAL",0.216730769230769,"2023-08-01"
"2644","BOS",0.240592592592593,"2023-08-01"
"2645","CHC",0.209440298507463,"2023-08-01"
"2646","CIN",0.204484848484848,"2023-08-01"
"2647","CLE",0.259201550387597,"2023-08-01"
"2648","COL",0.254576923076923,"2023-08-01"
"2649","CWS",0.237455223880597,"2023-08-01"
"2650","DET",0.244957142857143,"2023-08-01"
"2651","HOU",0.260214285714286,"2023-08-01"
"2652","KC",0.243181818181818,"2023-08-01"
"2653","LAA",0.207533333333333,"2023-08-01"
"2654","LAD",0.238961832061069,"2023-08-01"
"2655","MIA",0.234118518518519,"2023-08-01"
"2656","MIL",0.258926470588235,"2023-08-01"
"2657","MIN",0.244083333333333,"2023-08-01"
"2658","NYM",0.20162015503876,"2023-08-01"
"2659","NYY",0.212579710144928,"2023-08-01"
"2660","OAK",0.219609022556391,"2023-08-01"
"2661","PHI",0.230139705882353,"2023-08-01"
"2662","PIT",0.167389312977099,"2023-08-01"
"2663","SD",0.19906106870229,"2023-08-01"
"2664","SEA",0.217738461538462,"2023-08-01"
"2665","SF",0.196545454545455,"2023-08-01"
"2666","STL",0.238875968992248,"2023-08-01"
"2667","TB",0.195573529411765,"2023-08-01"
"2668","TEX",0.234100775193798,"2023-08-01"
"2669","TOR",0.199458646616541,"2023-08-01"
"2670","WSH",0.25209022556391,"2023-08-01"
"2671","ATL",0.227458646616541,"2023-08-02"
"2672","AZ",0.262857142857143,"2023-08-02"
"2673","BAL",0.214534351145038,"2023-08-02"
"2674","BOS",0.235785185185185,"2023-08-02"
"2675","CHC",0.223365671641791,"2023-08-02"
"2676","CIN",0.233123076923077,"2023-08-02"
"2677","CLE",0.260589147286822,"2023-08-02"
"2678","COL",0.263759398496241,"2023-08-02"
"2679","CWS",0.236559701492537,"2023-08-02"
"2680","DET",0.246971428571429,"2023-08-02"
"2681","HOU",0.260214285714286,"2023-08-02"
"2682","KC",0.251372093023256,"2023-08-02"
"2683","LAA",0.206551470588235,"2023-08-02"
"2684","LAD",0.236900763358779,"2023-08-02"
"2685","MIA",0.239911111111111,"2023-08-02"
"2686","MIL",0.246617647058824,"2023-08-02"
"2687","MIN",0.229977777777778,"2023-08-02"
"2688","NYM",0.198905511811024,"2023-08-02"
"2689","NYY",0.20654347826087,"2023-08-02"
"2690","OAK",0.226730769230769,"2023-08-02"
"2691","PHI",0.22257037037037,"2023-08-02"
"2692","PIT",0.167404580152672,"2023-08-02"
"2693","SD",0.208601503759398,"2023-08-02"
"2694","SEA",0.225753846153846,"2023-08-02"
"2695","SF",0.20086013986014,"2023-08-02"
"2696","STL",0.239901515151515,"2023-08-02"
"2697","TB",0.205731884057971,"2023-08-02"
"2698","TEX",0.218227272727273,"2023-08-02"
"2699","TOR",0.197311111111111,"2023-08-02"
"2700","WSH",0.254189781021898,"2023-08-02"
"2701","ATL",0.232601503759399,"2023-08-03"
"2702","AZ",0.258691176470588,"2023-08-03"
"2703","BAL",0.2076953125,"2023-08-03"
"2704","BOS",0.236398496240601,"2023-08-03"
"2705","CHC",0.22143795620438,"2023-08-03"
"2706","CIN",0.25863358778626,"2023-08-03"
"2707","CLE",0.270612403100775,"2023-08-03"
"2708","COL",0.274348484848485,"2023-08-03"
"2709","CWS",0.249189781021898,"2023-08-03"
"2710","DET",0.239827338129496,"2023-08-03"
"2711","HOU",0.255384615384615,"2023-08-03"
"2712","KC",0.263677165354331,"2023-08-03"
"2713","LAA",0.220385185185185,"2023-08-03"
"2714","LAD",0.235015503875969,"2023-08-03"
"2715","MIA",0.246894736842105,"2023-08-03"
"2716","MIL",0.264681481481481,"2023-08-03"
"2717","MIN",0.232992700729927,"2023-08-03"
"2718","NYM",0.18771875,"2023-08-03"
"2719","NYY",0.2078,"2023-08-03"
"2720","OAK",0.220984615384615,"2023-08-03"
"2721","PHI",0.237462121212121,"2023-08-03"
"2722","PIT",0.192480916030534,"2023-08-03"
"2723","SD",0.210606060606061,"2023-08-03"
"2724","SEA",0.226171641791045,"2023-08-03"
"2725","SF",0.1999375,"2023-08-03"
"2726","STL",0.242416666666667,"2023-08-03"
"2727","TB",0.234241134751773,"2023-08-03"
"2728","TEX",0.224789473684211,"2023-08-03"
"2729","TOR",0.201037313432836,"2023-08-03"
"2730","WSH",0.267710144927536,"2023-08-03"
"2731","ATL",0.232601503759399,"2023-08-04"
"2732","AZ",0.255669117647059,"2023-08-04"
"2733","BAL",0.210153846153846,"2023-08-04"
"2734","BOS",0.236398496240601,"2023-08-04"
"2735","CHC",0.207297101449275,"2023-08-04"
"2736","CIN",0.262421052631579,"2023-08-04"
"2737","CLE",0.270612403100775,"2023-08-04"
"2738","COL",0.274348484848485,"2023-08-04"
"2739","CWS",0.245964028776978,"2023-08-04"
"2740","DET",0.239827338129496,"2023-08-04"
"2741","HOU",0.238685039370079,"2023-08-04"
"2742","KC",0.261578125,"2023-08-04"
"2743","LAA",0.232611940298507,"2023-08-04"
"2744","LAD",0.24771875,"2023-08-04"
"2745","MIA",0.234208955223881,"2023-08-04"
"2746","MIL",0.266867647058823,"2023-08-04"
"2747","MIN",0.239262773722628,"2023-08-04"
"2748","NYM",0.197038759689922,"2023-08-04"
"2749","NYY",0.223312056737589,"2023-08-04"
"2750","OAK",0.236537878787879,"2023-08-04"
"2751","PHI",0.237825757575758,"2023-08-04"
"2752","PIT",0.203969696969697,"2023-08-04"
"2753","SD",0.210606060606061,"2023-08-04"
"2754","SEA",0.224352941176471,"2023-08-04"
"2755","SF",0.203375886524823,"2023-08-04"
"2756","STL",0.232355555555556,"2023-08-04"
"2757","TB",0.234241134751773,"2023-08-04"
"2758","TEX",0.211691176470588,"2023-08-04"
"2759","TOR",0.230422222222222,"2023-08-04"
"2760","WSH",0.267710144927536,"2023-08-04"
"2761","ATL",0.232622222222222,"2023-08-05"
"2762","AZ",0.249563909774436,"2023-08-05"
"2763","BAL",0.212265151515151,"2023-08-05"
"2764","BOS",0.24294696969697,"2023-08-05"
"2765","CHC",0.216540145985401,"2023-08-05"
"2766","CIN",0.262785185185185,"2023-08-05"
"2767","CLE",0.289565891472868,"2023-08-05"
"2768","COL",0.282126865671642,"2023-08-05"
"2769","CWS",0.239079136690647,"2023-08-05"
"2770","DET",0.228834532374101,"2023-08-05"
"2771","HOU",0.2537890625,"2023-08-05"
"2772","KC",0.267372093023256,"2023-08-05"
"2773","LAA",0.236469230769231,"2023-08-05"
"2774","LAD",0.241095238095238,"2023-08-05"
"2775","MIA",0.243781954887218,"2023-08-05"
"2776","MIL",0.261869565217391,"2023-08-05"
"2777","MIN",0.244419117647059,"2023-08-05"
"2778","NYM",0.212126984126984,"2023-08-05"
"2779","NYY",0.219345323741007,"2023-08-05"
"2780","OAK",0.236537878787879,"2023-08-05"
"2781","PHI",0.232454545454545,"2023-08-05"
"2782","PIT",0.205346153846154,"2023-08-05"
"2783","SD",0.232170542635659,"2023-08-05"
"2784","SEA",0.204698529411765,"2023-08-05"
"2785","SF",0.203375886524823,"2023-08-05"
"2786","STL",0.227485294117647,"2023-08-05"
"2787","TB",0.223830985915493,"2023-08-05"
"2788","TEX",0.215470588235294,"2023-08-05"
"2789","TOR",0.233716417910448,"2023-08-05"
"2790","WSH",0.251172661870504,"2023-08-05"
"2791","ATL",0.240625,"2023-08-06"
"2792","AZ",0.238555555555556,"2023-08-06"
"2793","BAL",0.218804511278195,"2023-08-06"
"2794","BOS",0.251932835820896,"2023-08-06"
"2795","CHC",0.241778625954198,"2023-08-06"
"2796","CIN",0.269963768115942,"2023-08-06"
"2797","CLE",0.292449612403101,"2023-08-06"
"2798","COL",0.296955555555556,"2023-08-06"
"2799","CWS",0.241212765957447,"2023-08-06"
"2800","DET",0.23957037037037,"2023-08-06"
"2801","HOU",0.2507,"2023-08-06"
"2802","KC",0.267968992248062,"2023-08-06"
"2803","LAA",0.239376923076923,"2023-08-06"
"2804","LAD",0.240031496062992,"2023-08-06"
"2805","MIA",0.231423076923077,"2023-08-06"
"2806","MIL",0.261160583941606,"2023-08-06"
"2807","MIN",0.23555303030303,"2023-08-06"
"2808","NYM",0.208108527131783,"2023-08-06"
"2809","NYY",0.20370802919708,"2023-08-06"
"2810","OAK",0.245586466165414,"2023-08-06"
"2811","PHI",0.231356060606061,"2023-08-06"
"2812","PIT",0.198549618320611,"2023-08-06"
"2813","SD",0.227124031007752,"2023-08-06"
"2814","SEA",0.204824817518248,"2023-08-06"
"2815","SF",0.216714285714286,"2023-08-06"
"2816","STL",0.225413043478261,"2023-08-06"
"2817","TB",0.234090277777778,"2023-08-06"
"2818","TEX",0.207588235294118,"2023-08-06"
"2819","TOR",0.242216417910448,"2023-08-06"
"2820","WSH",0.247685714285714,"2023-08-06"
"2821","ATL",0.265328358208955,"2023-08-07"
"2822","AZ",0.255059259259259,"2023-08-07"
"2823","BAL",0.201300751879699,"2023-08-07"
"2824","BOS",0.255361538461538,"2023-08-07"
"2825","CHC",0.238,"2023-08-07"
"2826","CIN",0.260124087591241,"2023-08-07"
"2827","CLE",0.262763358778626,"2023-08-07"
"2828","COL",0.294587786259542,"2023-08-07"
"2829","CWS",0.232457746478873,"2023-08-07"
"2830","DET",0.245407407407407,"2023-08-07"
"2831","HOU",0.239130081300813,"2023-08-07"
"2832","KC",0.272030769230769,"2023-08-07"
"2833","LAA",0.241364341085271,"2023-08-07"
"2834","LAD",0.244346456692913,"2023-08-07"
"2835","MIA",0.227045801526718,"2023-08-07"
"2836","MIL",0.260183823529412,"2023-08-07"
"2837","MIN",0.236676691729323,"2023-08-07"
"2838","NYM",0.212,"2023-08-07"
"2839","NYY",0.204540145985401,"2023-08-07"
"2840","OAK",0.244526315789474,"2023-08-07"
"2841","PHI",0.222128787878788,"2023-08-07"
"2842","PIT",0.198300751879699,"2023-08-07"
"2843","SD",0.2239140625,"2023-08-07"
"2844","SEA",0.196130434782609,"2023-08-07"
"2845","SF",0.206021897810219,"2023-08-07"
"2846","STL",0.21705035971223,"2023-08-07"
"2847","TB",0.243120567375887,"2023-08-07"
"2848","TEX",0.207398550724638,"2023-08-07"
"2849","TOR",0.232503703703704,"2023-08-07"
"2850","WSH",0.235141843971631,"2023-08-07"
"2851","ATL",0.269631578947368,"2023-08-08"
"2852","AZ",0.255059259259259,"2023-08-08"
"2853","BAL",0.201300751879699,"2023-08-08"
"2854","BOS",0.261838461538462,"2023-08-08"
"2855","CHC",0.246953488372093,"2023-08-08"
"2856","CIN",0.264244444444444,"2023-08-08"
"2857","CLE",0.276,"2023-08-08"
"2858","COL",0.275014925373134,"2023-08-08"
"2859","CWS",0.23043661971831,"2023-08-08"
"2860","DET",0.224924242424242,"2023-08-08"
"2861","HOU",0.239130081300813,"2023-08-08"
"2862","KC",0.268129770992366,"2023-08-08"
"2863","LAA",0.248085271317829,"2023-08-08"
"2864","LAD",0.241782945736434,"2023-08-08"
"2865","MIA",0.212640625,"2023-08-08"
"2866","MIL",0.252846715328467,"2023-08-08"
"2867","MIN",0.236373134328358,"2023-08-08"
"2868","NYM",0.212847328244275,"2023-08-08"
"2869","NYY",0.209259259259259,"2023-08-08"
"2870","OAK",0.2385625,"2023-08-08"
"2871","PHI",0.222128787878788,"2023-08-08"
"2872","PIT",0.209814814814815,"2023-08-08"
"2873","SD",0.223407692307692,"2023-08-08"
"2874","SEA",0.196130434782609,"2023-08-08"
"2875","SF",0.203686131386861,"2023-08-08"
"2876","STL",0.21705035971223,"2023-08-08"
"2877","TB",0.243120567375887,"2023-08-08"
"2878","TEX",0.202101449275362,"2023-08-08"
"2879","TOR",0.243783582089552,"2023-08-08"
"2880","WSH",0.235141843971631,"2023-08-08"
"2881","ATL",0.250734848484849,"2023-08-09"
"2882","AZ",0.23822962962963,"2023-08-09"
"2883","BAL",0.196328358208955,"2023-08-09"
"2884","BOS",0.272492424242424,"2023-08-09"
"2885","CHC",0.259689393939394,"2023-08-09"
"2886","CIN",0.264573529411765,"2023-08-09"
"2887","CLE",0.276,"2023-08-09"
"2888","COL",0.261783582089552,"2023-08-09"
"2889","CWS",0.256049295774648,"2023-08-09"
"2890","DET",0.232643939393939,"2023-08-09"
"2891","HOU",0.234508064516129,"2023-08-09"
"2892","KC",0.258625954198473,"2023-08-09"
"2893","LAA",0.245832061068702,"2023-08-09"
"2894","LAD",0.243870229007634,"2023-08-09"
"2895","MIA",0.199234375,"2023-08-09"
"2896","MIL",0.232864661654135,"2023-08-09"
"2897","MIN",0.260330827067669,"2023-08-09"
"2898","NYM",0.215646616541353,"2023-08-09"
"2899","NYY",0.203227941176471,"2023-08-09"
"2900","OAK",0.24209375,"2023-08-09"
"2901","PHI",0.243248120300752,"2023-08-09"
"2902","PIT",0.216007352941176,"2023-08-09"
"2903","SD",0.241714285714286,"2023-08-09"
"2904","SEA",0.204085106382979,"2023-08-09"
"2905","SF",0.220970802919708,"2023-08-09"
"2906","STL",0.213449275362319,"2023-08-09"
"2907","TB",0.250764285714286,"2023-08-09"
"2908","TEX",0.195755395683453,"2023-08-09"
"2909","TOR",0.24455223880597,"2023-08-09"
"2910","WSH",0.209685714285714,"2023-08-09"
"2911","ATL",0.244866666666667,"2023-08-10"
"2912","AZ",0.23137037037037,"2023-08-10"
"2913","BAL",0.197955223880597,"2023-08-10"
"2914","BOS",0.268746268656716,"2023-08-10"
"2915","CHC",0.262037878787879,"2023-08-10"
"2916","CIN",0.271073529411765,"2023-08-10"
"2917","CLE",0.275507462686567,"2023-08-10"
"2918","COL",0.258768115942029,"2023-08-10"
"2919","CWS",0.260705035971223,"2023-08-10"
"2920","DET",0.237576923076923,"2023-08-10"
"2921","HOU",0.222516129032258,"2023-08-10"
"2922","KC",0.258625954198473,"2023-08-10"
"2923","LAA",0.246961832061069,"2023-08-10"
"2924","LAD",0.242310606060606,"2023-08-10"
"2925","MIA",0.208115384615385,"2023-08-10"
"2926","MIL",0.216496240601504,"2023-08-10"
"2927","MIN",0.269481481481481,"2023-08-10"
"2928","NYM",0.218847328244275,"2023-08-10"
"2929","NYY",0.187223880597015,"2023-08-10"
"2930","OAK",0.241296875,"2023-08-10"
"2931","PHI",0.243248120300752,"2023-08-10"
"2932","PIT",0.210607407407407,"2023-08-10"
"2933","SD",0.254759398496241,"2023-08-10"
"2934","SEA",0.212064285714286,"2023-08-10"
"2935","SF",0.213912408759124,"2023-08-10"
"2936","STL",0.214304964539007,"2023-08-10"
"2937","TB",0.23515,"2023-08-10"
"2938","TEX",0.190428571428571,"2023-08-10"
"2939","TOR",0.237288888888889,"2023-08-10"
"2940","WSH",0.212335714285714,"2023-08-10"
"2941","ATL",0.253933333333333,"2023-08-11"
"2942","AZ",0.23137037037037,"2023-08-11"
"2943","BAL",0.198533834586466,"2023-08-11"
"2944","BOS",0.263333333333333,"2023-08-11"
"2945","CHC",0.262037878787879,"2023-08-11"
"2946","CIN",0.271073529411765,"2023-08-11"
"2947","CLE",0.258890510948905,"2023-08-11"
"2948","COL",0.267785185185185,"2023-08-11"
"2949","CWS",0.260705035971223,"2023-08-11"
"2950","DET",0.224946153846154,"2023-08-11"
"2951","HOU",0.213328,"2023-08-11"
"2952","KC",0.258563909774436,"2023-08-11"
"2953","LAA",0.246961832061069,"2023-08-11"
"2954","LAD",0.241378787878788,"2023-08-11"
"2955","MIA",0.208115384615385,"2023-08-11"
"2956","MIL",0.216496240601504,"2023-08-11"
"2957","MIN",0.271161764705882,"2023-08-11"
"2958","NYM",0.218847328244275,"2023-08-11"
"2959","NYY",0.187223880597015,"2023-08-11"
"2960","OAK",0.241296875,"2023-08-11"
"2961","PHI",0.232776119402985,"2023-08-11"
"2962","PIT",0.21925,"2023-08-11"
"2963","SD",0.254759398496241,"2023-08-11"
"2964","SEA",0.212064285714286,"2023-08-11"
"2965","SF",0.213912408759124,"2023-08-11"
"2966","STL",0.214382978723404,"2023-08-11"
"2967","TB",0.233581560283688,"2023-08-11"
"2968","TEX",0.190428571428571,"2023-08-11"
"2969","TOR",0.245698529411765,"2023-08-11"
"2970","WSH",0.21536496350365,"2023-08-11"
"2971","ATL",0.256567164179105,"2023-08-12"
"2972","AZ",0.254118518518519,"2023-08-12"
"2973","BAL",0.196541353383459,"2023-08-12"
"2974","BOS",0.240328358208955,"2023-08-12"
"2975","CHC",0.267757575757576,"2023-08-12"
"2976","CIN",0.274795620437956,"2023-08-12"
"2977","CLE",0.25517037037037,"2023-08-12"
"2978","COL",0.282255813953488,"2023-08-12"
"2979","CWS",0.256374100719424,"2023-08-12"
"2980","DET",0.197627906976744,"2023-08-12"
"2981","HOU",0.214380952380952,"2023-08-12"
"2982","KC",0.267356589147287,"2023-08-12"
"2983","LAA",0.255891472868217,"2023-08-12"
"2984","LAD",0.228810606060606,"2023-08-12"
"2985","MIA",0.195415384615385,"2023-08-12"
"2986","MIL",0.205606060606061,"2023-08-12"
"2987","MIN",0.307106870229008,"2023-08-12"
"2988","NYM",0.241454545454545,"2023-08-12"
"2989","NYY",0.190846715328467,"2023-08-12"
"2990","OAK",0.2539921875,"2023-08-12"
"2991","PHI",0.213225563909774,"2023-08-12"
"2992","PIT",0.227335766423358,"2023-08-12"
"2993","SD",0.246595419847328,"2023-08-12"
"2994","SEA",0.210657142857143,"2023-08-12"
"2995","SF",0.216007407407407,"2023-08-12"
"2996","STL",0.23319014084507,"2023-08-12"
"2997","TB",0.241985294117647,"2023-08-12"
"2998","TEX",0.194776978417266,"2023-08-12"
"2999","TOR",0.235627737226277,"2023-08-12"
"3000","WSH",0.209051094890511,"2023-08-12"
"3001","ATL",0.261422222222222,"2023-08-13"
"3002","AZ",0.243691176470588,"2023-08-13"
"3003","BAL",0.209770992366412,"2023-08-13"
"3004","BOS",0.233507462686567,"2023-08-13"
"3005","CHC",0.249681818181818,"2023-08-13"
"3006","CIN",0.274795620437956,"2023-08-13"
"3007","CLE",0.245385714285714,"2023-08-13"
"3008","COL",0.269170542635659,"2023-08-13"
"3009","CWS",0.242957446808511,"2023-08-13"
"3010","DET",0.209776923076923,"2023-08-13"
"3011","HOU",0.21055905511811,"2023-08-13"
"3012","KC",0.2895,"2023-08-13"
"3013","LAA",0.253503875968992,"2023-08-13"
"3014","LAD",0.215602941176471,"2023-08-13"
"3015","MIA",0.195415384615385,"2023-08-13"
"3016","MIL",0.21025,"2023-08-13"
"3017","MIN",0.300015267175573,"2023-08-13"
"3018","NYM",0.263295454545455,"2023-08-13"
"3019","NYY",0.187065693430657,"2023-08-13"
"3020","OAK",0.269612403100775,"2023-08-13"
"3021","PHI",0.225948905109489,"2023-08-13"
"3022","PIT",0.227335766423358,"2023-08-13"
"3023","SD",0.260893129770992,"2023-08-13"
"3024","SEA",0.211943262411348,"2023-08-13"
"3025","SF",0.222632352941176,"2023-08-13"
"3026","STL",0.244176056338028,"2023-08-13"
"3027","TB",0.227301470588235,"2023-08-13"
"3028","TEX",0.208780141843972,"2023-08-13"
"3029","TOR",0.242306569343066,"2023-08-13"
"3030","WSH",0.19814598540146,"2023-08-13"
"3031","ATL",0.265574626865672,"2023-08-14"
"3032","AZ",0.247455223880597,"2023-08-14"
"3033","BAL",0.215148148148148,"2023-08-14"
"3034","BOS",0.219154411764706,"2023-08-14"
"3035","CHC",0.262387596899225,"2023-08-14"
"3036","CIN",0.23793893129771,"2023-08-14"
"3037","CLE",0.24031654676259,"2023-08-14"
"3038","COL",0.262661417322835,"2023-08-14"
"3039","CWS",0.247620437956204,"2023-08-14"
"3040","DET",0.191916666666667,"2023-08-14"
"3041","HOU",0.207032,"2023-08-14"
"3042","KC",0.2895,"2023-08-14"
"3043","LAA",0.259661538461538,"2023-08-14"
"3044","LAD",0.215442028985507,"2023-08-14"
"3045","MIA",0.193335877862595,"2023-08-14"
"3046","MIL",0.224157894736842,"2023-08-14"
"3047","MIN",0.305246153846154,"2023-08-14"
"3048","NYM",0.256507575757576,"2023-08-14"
"3049","NYY",0.189525925925926,"2023-08-14"
"3050","OAK",0.291016129032258,"2023-08-14"
"3051","PHI",0.239397058823529,"2023-08-14"
"3052","PIT",0.240345588235294,"2023-08-14"
"3053","SD",0.259488721804511,"2023-08-14"
"3054","SEA",0.212257142857143,"2023-08-14"
"3055","SF",0.219133333333333,"2023-08-14"
"3056","STL",0.244176056338028,"2023-08-14"
"3057","TB",0.228637037037037,"2023-08-14"
"3058","TEX",0.197584507042253,"2023-08-14"
"3059","TOR",0.241136690647482,"2023-08-14"
"3060","WSH",0.201700729927007,"2023-08-14"
"3061","ATL",0.272858208955224,"2023-08-15"
"3062","AZ",0.263007407407407,"2023-08-15"
"3063","BAL",0.221651851851852,"2023-08-15"
"3064","BOS",0.219154411764706,"2023-08-15"
"3065","CHC",0.262387596899225,"2023-08-15"
"3066","CIN",0.23793893129771,"2023-08-15"
"3067","CLE",0.24031654676259,"2023-08-15"
"3068","COL",0.239803149606299,"2023-08-15"
"3069","CWS",0.247620437956204,"2023-08-15"
"3070","DET",0.191916666666667,"2023-08-15"
"3071","HOU",0.212730158730159,"2023-08-15"
"3072","KC",0.28228125,"2023-08-15"
"3073","LAA",0.274637037037037,"2023-08-15"
"3074","LAD",0.215442028985507,"2023-08-15"
"3075","MIA",0.2096953125,"2023-08-15"
"3076","MIL",0.224157894736842,"2023-08-15"
"3077","MIN",0.305246153846154,"2023-08-15"
"3078","NYM",0.240977272727273,"2023-08-15"
"3079","NYY",0.20134328358209,"2023-08-15"
"3080","OAK",0.263139344262295,"2023-08-15"
"3081","PHI",0.239397058823529,"2023-08-15"
"3082","PIT",0.240573529411765,"2023-08-15"
"3083","SD",0.255911111111111,"2023-08-15"
"3084","SEA",0.224586956521739,"2023-08-15"
"3085","SF",0.211597014925373,"2023-08-15"
"3086","STL",0.245767605633803,"2023-08-15"
"3087","TB",0.239691176470588,"2023-08-15"
"3088","TEX",0.187464788732394,"2023-08-15"
"3089","TOR",0.241136690647482,"2023-08-15"
"3090","WSH",0.201700729927007,"2023-08-15"
"3091","ATL",0.260545454545455,"2023-08-16"
"3092","AZ",0.280510948905109,"2023-08-16"
"3093","BAL",0.234414814814815,"2023-08-16"
"3094","BOS",0.203374100719424,"2023-08-16"
"3095","CHC",0.274907692307692,"2023-08-16"
"3096","CIN",0.232328244274809,"2023-08-16"
"3097","CLE",0.236021428571429,"2023-08-16"
"3098","COL",0.251596899224806,"2023-08-16"
"3099","CWS",0.238255474452555,"2023-08-16"
"3100","DET",0.22128125,"2023-08-16"
"3101","HOU",0.208913385826772,"2023-08-16"
"3102","KC",0.275796875,"2023-08-16"
"3103","LAA",0.281474074074074,"2023-08-16"
"3104","LAD",0.207741007194245,"2023-08-16"
"3105","MIA",0.199767441860465,"2023-08-16"
